se você ficar doente, eu retribuirei o favor.;obrigado. vejo você na escola amanhã se você se sentir melhor.
você foi para a escola hoje?;eu fui para a escola hoje. Você foi para a escola?
eu fui para a escola hoje. Você foi para a escola?;Eu não pude ir à escola hoje, eu estava doente.
Eu não pude ir à escola hoje, eu estava doente.;isso é horrível. eu ficaria feliz em dar-lhe as tarefas da aula de inglês.
isso é horrível. eu ficaria feliz em dar-lhe as tarefas da aula de inglês.;muito obrigado, você é gentil.
muito obrigado, você é gentil.;não mencione isso.
não mencione isso.;quando você perder um dia de aula, ficarei feliz em lhe dar as tarefas de inglês.
você ouviu as notícias?;o que aconteceu?
o que aconteceu?;nossa prima entrou em trabalho de parto e teve seu bebê na semana passada.
nossa prima entrou em trabalho de parto e teve seu bebê na semana passada.;ela fez? por que ninguém me contou?
ela fez? por que ninguém me contou?;eu teria pensado que alguém teria dito a você.
eu teria pensado que alguém teria dito a você.;não, eu não fazia ideia.
não, eu não fazia ideia.;bem, ela fez, seu bebê tinha 8 libras e 6 onças.
bem, ela fez, seu bebê tinha 8 libras e 6 onças.;oh meu Deus, isso é ótimo!
oh meu Deus, isso é ótimo!;você vai visitá-la e ao bebê?
você vai visitá-la e ao bebê?;eu acho que eu poderia.
eu acho que eu poderia.;Boa! eu só pensei em deixar você saber.
Boa! eu só pensei em deixar você saber.;obrigado por me dizer.
você ouviu o que aconteceu?;ouviu o que?
ouviu o que?;debrah já teve seu bebê.
debrah já teve seu bebê.;eu não sabia disso.
eu não sabia disso.;Pensei que você soubesse.
Pensei que você soubesse.;eu sinceramente não sabia.
eu sinceramente não sabia.;o bebê tinha 8 libras e 6 onças.
o bebê tinha 8 libras e 6 onças.;isso é bom de ouvir.
isso é bom de ouvir.;você vai visitá-los?
você vai visitá-los?;Claro que eu vou.
Claro que eu vou.;eu só queria te dar a boa notícia.
eu só queria te dar a boa notícia.;obrigado por me avisar.
ouviste as notícias?;eu não ouvi nada.
eu não ouvi nada.;Debrah teve seu bebê na semana passada.
Debrah teve seu bebê na semana passada.;ninguém me disse.
ninguém me disse.;eu pensei que você ouviu.
eu pensei que você ouviu.;eu realmente não foi dito nada.
eu realmente não foi dito nada.;ela era uma fofa de 8 libras e 6 onças.
ela era uma fofa de 8 libras e 6 onças.;uau, que emocionante.
uau, que emocionante.;eu sei, você realmente deveria ir ver ela e o bebê.
eu sei, você realmente deveria ir ver ela e o bebê.;Claro que eu vou.
Claro que eu vou.;Eu só queria que você soubesse o que aconteceu.
você foi a escola hoje?;é claro. você fez?
é claro. você fez?;eu não queria, então eu não fiz.
eu não queria, então eu não fiz.;isso é triste, mas você foi ao cinema recentemente?
isso é triste, mas você foi ao cinema recentemente?;isso é um interruptor.
isso é um interruptor.;estou falando sério, e você?
estou falando sério, e você?;não, eu não tenho. porque?
não, eu não tenho. porque?;eu realmente quero ir ao cinema neste fim de semana.
eu realmente quero ir ao cinema neste fim de semana.;então vá então.
então vá então.;eu realmente não quero ir sozinho.
eu realmente não quero ir sozinho.;bem de qualquer maneira, você planeja ir para a escola amanhã?
bem de qualquer maneira, você planeja ir para a escola amanhã?;não, acho que vou ao cinema.
você chegou na escola hoje?;eu sempre faço. você foi a escola hoje?
eu sempre faço. você foi a escola hoje?;não, eu não fiz.
não, eu não fiz.;você deveria ter visto, mas você viu algum filme ultimamente?
você deveria ter visto, mas você viu algum filme ultimamente?;essa foi uma estranha mudança de assunto.
essa foi uma estranha mudança de assunto.;talvez fosse, mas responda a pergunta.
talvez fosse, mas responda a pergunta.;não, não recentemente.
não, não recentemente.;eu quero ir ver um filme neste fim de semana.
eu quero ir ver um filme neste fim de semana.;o que está parando você então?
o que está parando você então?;eu não quero ir sozinho.
eu não quero ir sozinho.;então, você vai estar na escola amanhã?
então, você vai estar na escola amanhã?;não, eu quero ir ao cinema em vez disso.
você se deu ao trabalho de ir para a escola hoje?;sim, eu fui. você foi?
sim, eu fui. você foi?;não, eu não senti vontade.
não, eu não senti vontade.;isso é bom, você tem ido ao cinema ultimamente?
isso é bom, você tem ido ao cinema ultimamente?;não, mas isso foi uma mudança aleatória de assunto.
não, mas isso foi uma mudança aleatória de assunto.;pode ter sido aleatório, mas você tem?
pode ter sido aleatório, mas você tem?;eu não tenho ultimamente.
eu não tenho ultimamente.;Eu adoraria pegar um filme neste fim de semana.
Eu adoraria pegar um filme neste fim de semana.;então, por que você simplesmente não vai?
então, por que você simplesmente não vai?;Eu não quero ver um filme sozinho.
Eu não quero ver um filme sozinho.;ok, então você vai para a escola amanhã?
obrigado por vir me ver hoje.;não é problema. eu estava realmente sentindo sua falta de qualquer maneira.
não é problema. eu estava realmente sentindo sua falta de qualquer maneira.;Também senti sua falta.
Também senti sua falta.;por que você não tentou vir me ver então?
por que você não tentou vir me ver então?;eu tenho estado muito ocupado.
eu tenho estado muito ocupado.;fazendo o que?
fazendo o que?;trabalhando.
trabalhando.;Eu teria ido vê-lo mais cedo, mas também estive ocupado.
Eu teria ido vê-lo mais cedo, mas também estive ocupado.;o que você tem feito?
o que você tem feito?;eu tenho trabalhado também.
eu tenho trabalhado também.;bem, independentemente, estou muito feliz que você veio me ver.
bem, independentemente, estou muito feliz que você veio me ver.;eu também.
Estou muito feliz que você veio me ver.;Eu precisei. eu estava sentindo muito a sua falta.
Eu precisei. eu estava sentindo muito a sua falta.;eu também estava sentindo sua falta.
eu também estava sentindo sua falta.;então, por que você não me visitou?
então, por que você não me visitou?;Eu realmente tenho estado ocupado ultimamente.
Eu realmente tenho estado ocupado ultimamente.;o que você tem feito?
o que você tem feito?;eu só tenho trabalhado muito duro.
eu só tenho trabalhado muito duro.;eu também estive ocupado.
eu também estive ocupado.;me diga o que você tem feito.
me diga o que você tem feito.;basicamente, eu tenho trabalhado também.
basicamente, eu tenho trabalhado também.;Bem, seja o que for, estou feliz que você veio.
Bem, seja o que for, estou feliz que você veio.;eu também sou.
Estou muito feliz que você veio me visitar.;eu realmente senti muito a sua falta.
eu realmente senti muito a sua falta.;eu tenho sentido sua falta como um louco.
eu tenho sentido sua falta como um louco.;Eu não entendo por que você não veio me visitar.
Eu não entendo por que você não veio me visitar.;ultimamente tenho andado bastante ocupado.
ultimamente tenho andado bastante ocupado.;me diga o que você tem feito.
me diga o que você tem feito.;Eu realmente tenho trabalhado muito ultimamente.
Eu realmente tenho trabalhado muito ultimamente.;eu tenho estado muito ocupado mesmo.
eu tenho estado muito ocupado mesmo.;então, o que você tem feito?
então, o que você tem feito?;eu só tenho trabalhado muito.
eu só tenho trabalhado muito.;seja qual for o motivo, estou feliz que você me visitou.
ei, você soube da festa da jessica neste fim de semana?;Sim, mas ainda estou esperando meu convite.
Sim, mas ainda estou esperando meu convite.;oh sério? ela me deu o meu hoje cedo.
oh sério? ela me deu o meu hoje cedo.;bem, ela provavelmente vai me dar meu convite mais tarde hoje.
bem, ela provavelmente vai me dar meu convite mais tarde hoje.;sim, então você está planejando ir?
sim, então você está planejando ir?;eu penso que sim. parece que vai ser muito divertido.
eu penso que sim. parece que vai ser muito divertido.;ele realmente faz, eu não posso esperar.
ele realmente faz, eu não posso esperar.;A que horas começa a festa?
A que horas começa a festa?;começa às 8 horas.
começa às 8 horas.;oh, bem, quantas pessoas ela convidou até agora?
oh, bem, quantas pessoas ela convidou até agora?;eu não tenho certeza, mas eu não acho que ela deu tantos.
eu não tenho certeza, mas eu não acho que ela deu tantos.;bem, espero que ela me dê meu convite mais tarde hoje.
você já ouviu falar da festa da jessica no sábado?;Já ouvi falar, mas ainda estou esperando meu convite.
Já ouvi falar, mas ainda estou esperando meu convite.;Sério? eu tenho o meu dela esta manhã.
Sério? eu tenho o meu dela esta manhã.;eu estou supondo que ela vai me dar o meu convite hoje ou amanhã.
eu estou supondo que ela vai me dar o meu convite hoje ou amanhã.;você provavelmente está certo, você pretende ir à festa?
você provavelmente está certo, você pretende ir à festa?;eu quero. Ouvi dizer que vai ser muito divertido.
eu quero. Ouvi dizer que vai ser muito divertido.;eu sei, isso soa muito incrível.
eu sei, isso soa muito incrível.;bem, quando começa a festa?
bem, quando começa a festa?;é suposto começar por volta das oito.
é suposto começar por volta das oito.;quantos convites ela distribuiu?
quantos convites ela distribuiu?;eu realmente não sei, mas eu não acho que ela deu tantos ainda.
eu realmente não sei, mas eu não acho que ela deu tantos ainda.;eu realmente quero ir, então espero que ela me dê o meu convite em breve.
alguém te falou sobre a festa da jessica chegando?;já me falaram disso. só estou esperando meu convite.
já me falaram disso. só estou esperando meu convite.;Isso está certo? eu já recebi meu convite dela mais cedo.
Isso está certo? eu já recebi meu convite dela mais cedo.;acredito que ela vai me dar o convite hoje.
acredito que ela vai me dar o convite hoje.;você vai mesmo?
você vai mesmo?;sim, parece que vai ser a melhor festa do ano.
sim, parece que vai ser a melhor festa do ano.;exatamente, parece que vai ser muito divertido.
exatamente, parece que vai ser muito divertido.;quando exatamente começa a festa?
quando exatamente começa a festa?;o convite diz que começa às 20:00
o convite diz que começa às 20:00;ela já distribuiu muitos convites?
ela já distribuiu muitos convites?;eu não tenho idéia, ela não deu muitos embora.
E ai, como vai?;nada realmente.
nada realmente.;vou dar uma festa na sexta.
vou dar uma festa na sexta.;eu não percebi isso.
eu não percebi isso.;você não fez?
você não fez?;ninguém me contou nada sobre sua festa.
ninguém me contou nada sobre sua festa.;você queria ir?
você queria ir?;quando começa?
quando começa?;às 20h00
às 20h00;eu estarei lá.
eu estarei lá.;é melhor eu te ver lá.
é melhor eu te ver lá.;é claro.
o que esta acontecendo com você?;multar. o que esta acontecendo com você?
multar. o que esta acontecendo com você?;Eu estou tendo uma festa nesta sexta-feira.
Eu estou tendo uma festa nesta sexta-feira.;Eu não fazia ideia.
Eu não fazia ideia.;Isso está certo?
Isso está certo?;eu não ouvi nada sobre isso.
eu não ouvi nada sobre isso.;você pode ir?
você pode ir?;que horas?
que horas?;começa às 8 horas.
começa às 8 horas.;eu irei.
eu irei.;espero te ver lá.
espero te ver lá.;sem dúvida.
o que está acontecendo?;não muito.
não muito.;nesta sexta-feira, eu estou dando uma festa.
nesta sexta-feira, eu estou dando uma festa.;oh sério? eu não sabia disso.
oh sério? eu não sabia disso.;você está falando sério?
você está falando sério?;eu não ouvi nada sobre isso.
eu não ouvi nada sobre isso.;você pode fazer isso?
você pode fazer isso?;Que horas vai começar?
Que horas vai começar?;a festa começa às 8.
a festa começa às 8.;sim, acho que vou.
sim, acho que vou.;eu vou te ver lá?
o que está acontecendo?;nada realmente, você?
nada realmente, você?;vou dar uma festa no próximo sábado.
vou dar uma festa no próximo sábado.;Isso está certo?
Isso está certo?;sim, você vai vir?
sim, você vai vir?;me desculpe, eu não posso.
me desculpe, eu não posso.;por que não?
por que não?;eu realmente não quero.
eu realmente não quero.;bem, por que você não?
bem, por que você não?;eu odeio ir a festas.
eu odeio ir a festas.;bem, tudo bem.
bem, tudo bem.;sim, desculpe-me.
e aí?;nada e você?
nada e você?;no próximo sábado, vou dar uma festa.
no próximo sábado, vou dar uma festa.;oh sério?
